Number_of_Slices,Math_Solve_Time_ms,PINN_Solve_Time_ms,PINN_UHR_Loss,Math_UHR_Loss,DRU_Activation_Rate
4,189.40637111663818,0.6929874420166016,0.18246800638735294,0.6371536076068878,0.15
8,276.6160011291504,0.7472515106201172,0.41893092542886734,4.682642865180969,0.025
16,488.3063316345215,1.0331392288208008,0.9161072015762329,5.35240671634674,0.075
32,1390.3490781784058,0.9999275207519531,1.7016457915306091,13.523624992370605,0.1125
64,8305.287027359009,1.014852523803711,4.782853960990906,35.96472520828247,0.059375
